type,posts
INFP,"Graice said:
I know what you mean. I'm really not a fan of people littering. It seems to be a thing with the UK and Ireland. Other countries care a lot more about their environment.
i take littering very seriousily,i'm always on peoples case bout not littering and recycling at my school but people just take it as a joke, the jocks(who i hate btw)alwasy litter so much and they jsut think it's a joke,trying to toss things intothe garbageand laughing when they miss-people just think ""out of sight, out of mind""they're dumb really"
INFP,"I was going to post something about racism and littering because these are subjects close to my heart XD but I don't think I can add anything interesting to the subject.

Just wanted to post something a bit positive. I saw a friend I hadn't seen in a while tonight. The last couple of times I had seen her didn't go too well. I've been friends with her for about 10 years now and we were generally pretty similar: both introverted, very imaginative, creative, idealists... but recently she has become a lot more social and honestly part of me felt jealous. I thought we were starting to grow appart. When I saw her today, I didn't feel any of those things, and I'm glad. We still have a lot in common and she's actually more introverted than she likes to lead on.

I thought about it on my way home, riding my bike with a cold breeze and a couple of rain drolets (haha what am I talking about again? oh right!) and thing is I'm tired of being ashamed for being introverted, I shouldn't have to! I feel like I haven't let myself be in a ''daydream'' mode in such a long time and now's a good time to start embracing it.

This post is kind of ..uhm not organized but I think my original idea was to thank this forum. Seeing other people like me made me realise I don't have to hide who I am and that I should just embrace it and be confident.

Enjoy this sudden positive thinking folks because it probably won't last very long knowing myself XD"
INFP,"
I know all of that, I know there is hate and racism everywhere not just within the white people society and I know that black and Asian are racist to us too... I have seen it but it just bugs me. That is all. That was the main thing that I was trying to express. It was just because of these people at work who act like that, that I felt the need to say this because I can't do it at work. They just laugh at me and I can't seam to be able to pull of an angry face most of the time, I just tend to smile when I honestly want to yell at them and tell them that this is not right. I have honelsty gone home crying because I just think that they and the whole world is just so cruel.

I am sorry if you were offended in any way about my post.
Click to expand...
No! No! I was not offended at ALL by your post! I was trying to say that I empathize with you because I have been the baddie (racist) and the goodie (non racist) and the victim. I have seen all corners of the building at all times of the day and I think racism is really shit too.

And it's not a good thing.

And I wish I could do something to take your pain away. I really do wish I could make things better for you.

I'm sorry that the world is racist - I say sorry, because I know I've contributed to that racism. And racism hurts you.

I truly am sorry. Just because it's a popular crime doesn't make it excusable.

I wish I could make things better for you."
INFP,"SenhorFrio said:
i take littering very seriousily,i'm always on peoples case bout not littering and recycling at my school but people just take it as a joke, the jocks(who i hate btw)alwasy litter so much and they jsut think it's a joke,trying to toss things intothe garbageand laughing when they miss-people just think ""out of sight, out of mind""they're dumb really
I hate litter, I never understand why people drop litter when a suitable garbage can is like 5 meters away from them. People outside our library drop so much litter into the garden I'm amazed plants are still grow there."
INFP,IIIII ammmmm excitedddd to meet a pc member in real lifeeeeee nameeeeeed m_r__r__i_a
INFP,"
You should be careful about who you meet online.


lulz jk





<3"
INFP,"P.s. What kind of weirdo has ""_"" in their name... lyk srsly u need 2 b careful..."
INFP,"
P.s. What kind of weirdo has ""_"" in their name... lyk srsly u need 2 b careful...
Can I call you Jamiepoo?"
INFP,"Oh no now everyone knows my identity!!!!!




Can I call you........mine?





O.O"
INFP,"

.......lol





kiddinggg






as long as i can"
INFP,"Srsly, you guys. Srsly!!! haha

Excuse me missR and the higher, I expect photos of this meeting! and there better be big smiles and cute hugs. Because that would just make me so happy to see :blushed:"
INFP,"OF COURSE NAT!! Wait, you're not coming?? I thought we was having INFP sandwiches??"
INFP,"Unfortunately it's much too far for me to bike my way there, but i'll send some fairy bread over from Australia <3"
INFP,"Why do some people have such a problem with ""inactivity""? Seriously, it's a holiday and I want to just curl up with book, veg out in front of the tv... just because I'm not out every single day doesn't mean I'm depressed and I'm certainly not lonely! I'm loving this time by myself, any time I want to go out I can call a friend, but the fact is, lately I just want to be left alone (and not in an angsting emo way :B).

incoherent vent."
INFP,Well i just asked the girl i've liked for awhile out and she said no because she isn't interested in a realtionship with anyone-i didn't expect she was going to say yes but i still feel pretty shitty right now...
INFP,"Goodness, why do I keep worrying about what others say or what is directed towards me? If it were, there's still nothing I can do about it, so move on."
INFP,I lost my virginity to a prostitute and I don't regret it. I tried very hard to hate myself for doing it but I don't. I tried very hard to regret it but I don't.
INFP,"I've been having set backs with my weight loss this week. Everyone always wants to assume that chubby girls are lazy/ugly it really pisses me off because guess what? I may yes want to loose some weight yes I do need to but I'm not unhealthy My blood pressure is actually 114/64 which is below normal and very good.I do want to look a bit better maybe i';m a little vain sometimes but I already lost 16 pounds and it feels great but I feel like it doesn't matter how much effort I put in because I am and will always be a chubbier female I WANT to still have thighs and an ass I find it attractive.
I'm also so fucking sick of men.Most men will not even give a chubbier girl a chance even if they are attracted to them or like them they get scared of what friends might think FUCK THAT if you've ever been one of those men you're a coward.
When I say chubby I do NOT mean fat or obese I'm a little over weight I exercise and eat healthy and put a lot of fucking time in beiong a better healthier person.
I'm so sick of not finding anyone that can accept just FUCK EVERYTHING.
clearly i'm in a horrid mood right now..."
INFP,"I am angry at myself for being so inadvertently self-centered (well it's more self-centered in a backwards sense. I can't really explain it, but it just feels self-centered). I just seem to think that everyone is affected by what I do leading me to overanalyze my actions all the time when really it doesn't matter to anyone but me, so why stress over it? And then I feel awful for not stressing over it because what if it did matter to the other person? I am just really confused right now."
INFP,"
this reminds me of so many times when i wanna say i'm self-concentered, but that always comes withthe connotation of greed and-i'm not greedy i'm not only out to make things better for myself-yet sometimes it like all i think about is myself,and you that what it is i'm thinking about MY self- i'm alwasy concerned with did i do the right thing?
i really think i'm my own worst critic"
INFP,"I never say it, but I hate it when my masculinity (or what I perceive as my masculinity) is challenged by a dominant other no matter how small that matter is. It may not even be a challenge at all. And I'll eventually do something stupid to ""reassert"" my masculinity and end up in a bad way."
INFP,"When I'm walking down the street and I see an attractive woman, I'd immediately be filled with hatred. Hatred for her because I'll automatically assume that she hates me, and hatred for myself for immediately making that assumption."
INFP,"

I was about to make a massive rant about how I am currently extremely frustrated about how I am seemingly constantly ignored. However, I decided to delete it before posting, and replace it with a much smaller and more emotionally controlled version. Is it really so hard for people to reply to someone when they are trying to talk to them? I find it very frustrating to have people constantly tell me I need to talk more, and meet more people... only to be given the cold shoulder, looked at with disgust/suspicion, or be treated like a nuisance. This makes me regret even trying to put myself out there in the first place... :frustrating:
Click to expand...
Ugh.

I hate when people give you short answers and the like when you warmly go up to them and ask simple questions. I mean jeez, I'm taking time out of my day to be nice to you! Would it kill you to answer back like I actually matter?"
INFP,"
I was about to make a massive rant about how I am currently extremely frustrated about how I am seemingly constantly ignored. However, I decided to delete it before posting, and replace it with a much smaller and more emotionally controlled version. Is it really so hard for people to reply to someone when they are trying to talk to them? I find it very frustrating to have people constantly tell me I need to talk more, and meet more people... only to be given the cold shoulder, looked at with disgust/suspicion, or be treated like a nuisance. This makes me regret even trying to put myself out there in the first place... :frustrating:
Click to expand...
Ugh.

I hate when people give you short answers and the like when you warmly go up to them and ask simple questions. I mean jeez, I'm taking time out of my day to be nice to you! Would it kill you to answer back like I actually matter?"
INFP,"im fucking bitter because subconciously have a feeling that im being compare to my older cousins in the family and i seems to be a fucking piece of mess compare to them.
and my submition of my first computer aid drawing is sent but i dunno when will they post it. it leaves me really anxious..."
INFP,"Why, why, why do I have to be so messy and forgetful all the time?! :frustrating:"
INFP,"I think my mom thinks I'm a lesbian which is hilarious,like is she so paranoid because she has ONE lesbian daughter that I would have to be that way to? I feel like whenever I hang out with my friends she like thinks I'm with them or something she needs some help if she really thinks I have a preference toward women,obviously I'm good with anyone being gay and I don't give a shit who you love. It just pisses me off,like sorry I've never introduced you to anyone our house is something crazy and embarassing I don't want to put anyone through that craziness and I've never been with a guy long enough for him to be introduced into that world.I also prefer relationships to be more private than so out in the open."
INFP,"My dad is awesome but he's such a nagging mother hen, it pisses me off. He needs to call me almost every day and that's just so annoying. I know I should humour him but I usually find myself ignoring his calls. If I ignore them, he'll call like a dozen times (actually he called 18 fucking times today and texted 3 times) and then he'll call my brothers (who live in other cities) and get them to call me. He's actually threatened to move back here if I don't pick up. I've told him again and again and again not to call as much because, well, it's not like my life is that eventful and I'll just end up ignoring as usual. My mum can't persuade him to stop either. I know that he does it because he really, really cares and worries about me but ... yeah ... so annoying and useless."
INFP,"Why do I do this. My friends are going to start noticing and think I'm disgusting and psycho. Why do I have to love my best male friend, even though he is in a relationship that I fully support. It's confusing. Why can't I find more people like my best friend and him. When will I grow up and live a stable life."
INFP,"why is it so hard for me to start a conversation, once i get going i talk really well, but getting it started is the tricky. i'm always stressing over it""should i say hi or hello or hey or greetings?""and no matter what it feels like i'm coming out of nowhere with it..."
INFP,"Vent? Ok.

PEOPLE JUST DON'T GET IT

BLARGGGGG"
INFP,"
I'm sorry, Jolene. I'm one of those cowardly men you speak of. The first girl who ever loved me; I used her. I cried to her about my problems, I masturbated when talking to her on the phone (and she knew), but I refused to even hold her hand when she wanted me to, because I didn't want to be seen in an intimate fashion with a girl who looked like her (chubby and pimply) in public.

I'm really sorry. A Sorry is all I can give you over the internet. I'm one of the sorriest people alive. And when I look in the eyes of the people around me, I know they're sorry too.


These were,

Pop Crimes"
INFP,"
I'm proud that you can come to terms with what you did and admit it for what it is. Jolene, you're beautiful. And if you can see what Pop Crimes has pointed out here, it was all his own agenda...not a reflection of the girl. People treat people badly because of their own insecurities and issues."
INFP,"I get annoyed with Facebook and how shallow it is.

If I post a status update about anything deep (being stuck in an existential rut, analyzing psychological motives, etc) no one responds. It sucks, because when I'm posting such things, I'm usually at my worst and legitimately need someone to talk to.

On the other hand, if I post about something commonplace (For example, mine today: Courtney ____forgot how much she loves Monk. Seriously.), I can get several ""likes"" and comments.

I'm not sure if it's just that people value simplicity, or if superficiality is playing a major role.
I don't think it's that my friends don't understand what I'm talking about, because many of them are probably more intelligent than I am."
INFP,"
This happens to me too. Maybe it's just that my friends are about as deep as a puddle."
INFP,"Watching Nicktoons from when I was younger makes me happy, but when I hear the theme songs play is brings me back in such a precise way, the nostalgia hurts like no other memory.

And I'd like to let my mind wander some where else...but I can't go read...because I'm clumsy and broke both pairs of my glasses

I don't understand why they put food coloring in Crystal Light...I don't feel safe drinking copious amounts of something so fluorescent.


Sometimes I think I was meant to live in the world of 2-D cartoons..


Oh, and I miss you!!"
INFP,"
I think social networking sites like Facebook were supposed to be all about bringing people together people who like the same things. Such sites were probably meant to degrade itself as it grows. It would probably be hard to notice what a given person says on your wall when you have 100+ ""friends"" and I emphasize that word. I made the mistake of giving a damn about whether people cared or not there. Facebook is shallow, so I treat it as such. I only play games there and that's about it. I mentioned this somewhere else, it was that Facebook had people who knew me in real life, and that when I had pleaded for help in supporting a cause of mine; it had fallen on indifferent and deaf ears as no one answered, not a single person. I had brought I had brought the same plea for help here in PerC and so many of you had gone above and beyond the call of duty to help me despite the fact that I have never met any of you in real life, I think that alone reveals who your ""friends"" are. If you are at your worst, in a rut, and need somebody to talk to, this is the place to be, this is my Facebook. roud: (It's such a shame the office computers filters PerC and not Facebook because it's labeled as ""Social Networking"":dry

Anyways, to my original thought. I feel terrible at the fact that I haven't been here often in the past few days. Things come up and suddenly I find myself away from the computer for far too long. Well, that's not necessarily a bad thing. BUT, this place has been good to me and I feel heavily obligated to return the favor, I feel I should contribute to this place further with more meaningful post to post count ratio. I'm going to try to put as much of myself into what I write each time I post here at PerC. That way, I will feel as if I deserved it should I ever become a VIP member here at PerC. I really need to be here more often, and I really need to get back in touch with the only person I've talked to here at PerC, it feels like it's been far too long and I don't want to leave you hanging.

I guess that's it for now. I'll be back very... very... *sighs*... VERY soon!! It's almost dawn right now and I have a sunrise to catch! Off I go!!"
INFP,"Why do people always try to talk to me when I'm in no mood for being talked to. I don't need to be told what to do with myself, I just want people to fuck off a bit without my needing to explain everything to them."
INFP,"
I know how you feel. My first gf was the best thing that ever happened to me. I loved her so much. But she used me. Then she broke up with me and told everyone in my class it was because I was violent towards her and forced her into having sex with me (which of course is not true; I'd rather kill myself the most painful way possible than I'd do that!). Additionally she had one of her friends send me a death-threat in a text message. While breaking up with me she told me that I had become mentally unstable and stuff like that. And I actually believed her and apologized, begging her to take me back :angry:"
INFP,"FEAR MONGERING COP SHOWS ! ! ! !

THEY ARE THE AUDIO-VISUAL AIDS OF TV PROGRAMMING ! ! ! !

TEEEEEEEEVEEEEEEE , WHAT HAPPENED MAN ? YOU USED TO BE COOL

:frustrating: :frustrating: :frustrating: :frustrating: :angry: :angry: :frustrating: :frustrating: :frustrating: :frustrating:"
INFP,"
I like your comparison there. You could call most reality tv shows, the 'audio visual STIs' of society'. That, and parliamentary question time and infomercials.

:laughing:"
INFP,"I would love you to understand me without any words but.... you don't.
I wish it was all that easy. I wish there was some kind of magic key that makes my dreams come true with just one click...
I wish you damn kissed me!
I wish you knew and told me something, anything...
I want to feel loved. I want to feel connected. I want to feel deeep connection. I want to make love and deeply feel it.
I hate to be hated because I feel hated."
INFP,"Need a good day of rest, but don't see one in the near future. (However I'm happily busy)

I'm trying to meet new people, and hope that some of the folks I'm trying to get to know better bite on some of open-ended invitations I've tossed out.

Oh and acting acting acting, 5 more days of MacBeth left including tonight. (Then I absolutely need to get moving on directing the show that goes up at the end of July =O)

I have no free time."
INFP,when will my picture get posted?!?!?!?!
INFP,"When will I stop being pissed?
I'm the queen of bitterness right now!

You manipulating, bitchy, two-faced hag!
You left me being the bad one and got away with it!
I feel sorry for anyone who happens to end up as your ""friend""!"
INFP,"I'm tired of people telling me ""you'll find your niche"". It's embarrassing and doesn't make me feel comforted whatsoever. I'm starting to believe I'll never figure out what I want to do. There's too many options, too many different paths I want to follow, and it leaves me frustrated. I wish I was one of those kids who had some amazing talent or knew what they wanted to do when they were 18... maybe I could have been more successful by now. 24...shouldn't i have figured things out by now- at least a career path."
INFP,"sometimes it seems like i'm judged for what i should be doing-like i tell people the i'm a water addicti always get my daily intake,they go on""oh i only drink water when i'm working out, oh waterr is gross""and they don't say""hey good for you!"" and when i judge them for donig sometihng bad for their health-like waking up early so they can work out(people actually do this-deprive themselves of sleep-so they can exercise)they don't even care."
INFP,"I hate it when I try to help someone and they try to resist me. LET ME HELP YOU BE HAPPIER AND HEALTHIER, DAMMIT!"
INFP,"
i agree to the max.some people think that the wrodl just just change for them the very idea that they should change for the better is offending to them!"
INFP,"
Especially Es, Ss, and Js. Es - ""You mean there's such a thing as introversion? I thought that was a sign of depression!"" Ss - ""You mean there's such a thing as iNtuition? I thought that was a sign of depression!"" Judgers - ""I am absolutely the best I can be already."" x_X"
INFP,"I can't even express how upset I am now. My family has been doing out best to take care of my great-aunt - she's had to be moved to a nursing home and there have been all sorts of issues. She is the closest (in sentiment) family relative we have outside our immediate family - I have been to Vienna with her, I've stayed at her place for weeks to watch operas with her and to help her out. She was invaluable to my parents when we were growing up. She's strong willed and intelligent and awesome.

Another family relative of ours called us golddiggers because we're trying our best for her. To have our integrity and actions and our feelings towards her questioned to that degree is heartbreaking. If you knew my family, you would see that we have integrity and idealism and respect coming out of our fucking ears and we love my great-aunt so much.

Honestly, this makes me so incredibly sad. I can't stop crying."
INFP,"
*hug* Probably that bile came out of guilt for not doing so much themselves. I'm sorry your great-aunt is having such trouble. Stay strong, friend."
INFP,"
*hugs* from me too. This is just so awful.. stay strong we're here with you. Screw what the rest of your family thinks, the important thing is that you know what your intentions are. I hope your great-aunt will be alright, and your family as well"
INFP,Thank you guys so much. It's just so hard have my feelings and intentions so twisted and degraded.
INFP,"
Thank you guys so much. It's just so hard have my feelings and intentions so twisted and degraded.
i hate it so much when people think i'm doing something i'm not , they just don't even want to understand they just accuse"
INFP,"
i hate it so much when people think i'm doing something i'm not , they just don't even want to understand they just accuse
I agree, I once had a friend who told me that I used her so she would give me rides.. I told her I offered her money a couple of times and I asked her if she minded but she always said no to both. She got mad and we're no longer friends.. Meh I didn't lose much she was hoimophobic and I hear she tried out to be an escort recently.. She never really listenend to me so I'm glad I don't have to try anymore for us to be friends."
INFP,"Sometimes I wonder about the decision I made. I mean, I knew that by choosing this persony that I was accepting that I had changed. I was accepting that I had a new life and that this is what would make me happy. And I am. I'm more free and able to do and think as I choose with no judgements. But there are times when I question why you choose to keep me around. I fear that you have secret intentions and really, that you are just waiting for the perfect moment to hurt me. I'd be lying if I didn't say that I'm just waiting for you to hurt me. You are perfect. But you're afraid. You're afraid because it'd be too serious. You're afraid because you know that you'd just hurt me in the end. Even I know that in this city and where we are in life - that well, you'd hurt me. And it's a shame because we have so much in common. And it's a shame because I've let you in probably more than anyone else that I've ever encountered. You genuinely try to make me laugh and you do (and want to do) all the things that I've ever want to try or do or go and see and eat. So, I don't know what we are. I torture myself trying to figure it out so much that I'm thinking I should move. And we live together! How ABOUT that? Let's just keep it complicated for giggles. And laughs? I wish you weren't afraid - because then I'd let that last wall down and I'd take care of you and love you like no one else ever will. I hate that you're so fun. I hate that we get along so well. I hate the inbetweeness. I might just leave one day and tell no one - I've always wanted to start over. I just kinda wish that I could go and start it over with you.:frustrating:






p.s. sorry it's so long - it's just been on my mind ever so much more lately."
INFP,Where is all my energy gone. Where did it go? Ah wait it's in fantasy land.
INFP,"
Where is all my energy gone. Where did it go? Ah wait it's in fantasy land.
LOL is mine there with you? I can't seem to find it...

Why hasn't an iced coffee maker been invented? If so, why isn't it available to me? I think my common sense must be in fantasy land too because I didn't bother to even google ""iced coffee maker"" so any complaint I have made in this long run on sentence shall be ignored and nullified.


Is it bad that I was supposed to call my best friend 30 minutes ago so I could wake her up and we could go to the beach..but I don't want to yet.... I'm not ready to end my online time?


I wish more than anything I could play instrument. I love music! I really do. But I feel bad when I say I love it, because I don't know if I understand it completely. And I feel really guilty claiming to love something without understanding it. It makes me feel like I am dumbing it down to my level."
INFP,"Sometimes I feel like a really bad person because I can have some sort odd interest in someone and then I end up finding some flaw I don't like in them, and get bored of them.It makes no sense and I shouldn't do it. I also Underestimate my friends a lot of the time,I have some great friends I really should learn to treat them better.I'm trying does that count? Now I'm scared that after anyone reads this no one is ever going to want to talk to me :bored:"
INFP,"I wish I could just stop thinking and talking about things and just DO them. Maybe you'll hold me in higher esteem if I actually stopped talking and started doing things. I mean, I know you don't think very lowly of me but I certainly think more highly of you than you do of me.

Personally, I don't think I can just change overnight, and become a more driven, hard-working person. I think it takes time...it will take a long time. But I hope that when I've finally achieved what I want to achieve, you'll still be around.

And I hope by then, time wouldn't have made me so cynical as to make me hate you for not valuing me before; before I decided to change; for the vicissitudes of life are such that our past selves, our weak, lesser selves are only a twist of fate away from being unveiled again."
INFP,"
Sometimes I feel like a really bad person because I can have some sort odd interest in someone and then I end up finding some flaw I don't like in them, and get bored of them.It makes no sense and I shouldn't do it. I also Underestimate my friends a lot of the time,I have some great friends I really should learn to treat them better.I'm trying does that count? Now I'm scared that after anyone reads this no one is ever going to want to talk to me :bored:
Defense mechanism. Nothing else. Shoot first, ask questions later."
INFP,I'm mentally in nowhere land. Feeling nothing. No motivation. Just want to go home and recharge. To many questions pending answers.
INFP,"
LOL is mine there with you? I can't seem to find it...
I wish more than anything I could play instrument. I love music! I really do. But I feel bad when I say I love it, because I don't know if I understand it completely. And I feel really guilty claiming to love something without understanding it. It makes me feel like I am dumbing it down to my level.
A few years ago my dad asked my what i wanted for chrismtas-isaid a bass guitar and he asked me""re you sure you'll use it"" and i said yes.i've played it twice and never bother beyond that-it makes me feel terrible i waster his money and that i gave up-again"
INFP,"A girl at work who I've always thought to be a nice person is having her leaving party and has invited another former colleague despite saying just last weekend that she was glad the former colleague wasn't at a birthday get together. I hate two-facedness so much that I'm planning on not going just so her ego takes the hit of having one less attendee.

But that makes me as nasty as her... :sad:"
INFP,"why am i always just silently empathiectic, why is it so hard to say""that i can understand how you feel and i care"" why do i feel like it isn't enough to care that i have to help people with their problems. why does it feel so wrong to take action? my life is so devoid of risk that nothing really good or bad happens to me.there so much i can't even express-i have that feeling of speechless-ness in my throat even though i'm typing.."
INFP,"
That was beautiful."
INFP,"I keep trying to salvage a friendship with my ex, and she keeps lying to me and treating me the same way as always, and being a J, feels totally justified in it all. I don't want to cut her out of my history completely because she needs someone to be there for her that understands like we do, and we share a history and I want to honor that. But she has no honor. Most of the time I can't stand her because of this."
INFP,Just wrote an emotion-based e-mail guided by intuition. Now my extroverted thinking blames me for only considering my emotions. Yay good job stabbing me in the back there. Like it. Gimme more. How else are we supposed to get things done around here without getting in the way of each other? Dammit
INFP,"
No honour. Hehe rarely hear this word these days. No longer important. Historically that would have been a reason for a duel. [sarcasm on]But not with a lady. It's ok to do that as a lady. No it's a prerogative. [sarcasm off]"
INFP,"
Ugh, I know how that feels.
I have a keyboard that my dad only bought for me because I was failing piano keyboarding (the instructor intimidated me, so I would spend 2-3 weeks on one song to get a perfect score, and so I was way behind everyone else) that I never really used after the class was over.
And an electric guitar that is pretty much just in my room for decorative purposes.
And my dad's first acoustic guitar, that I never play either.

Not being a J though, I can't bring myself to get rid of any of them.
I might play one of them at some point..."
INFP,"
I feel bad because I called her repulsive and said if she even approached me again, I would punch her in both her faces (because you see, she is two-faced)."
INFP,"rowingineden said:
I feel bad because I called her repulsive and said if she even approached me again, I would punch her in both her faces (because you see, she is two-faced).
Waste of energy if you ask me. Might as well trying to punch water."
INFP,"
I hate that I have given her chance after chance after chance to redeem herself, sincerely believing she intends to make things right. Whether she did or not, I can't trust or respect her anymore, so what's the point?"
INFP,"Stream of Conscious Mode! This is a long one...... (that's what she said)

Yesterday I was going for a walk downtown during my lunchbreak. Bad mistake on my part. I saw a couple that were roughly my age. They had their arms around each other. At that moment, it felt like something died inside of me. Things just got worse on my commute home. I became increasingly aware of all the couples around me. I remember posting about how I was a little uncomfortable (rather an understatement as I would scream about it in my head) about ""get a room"" moments, someone had then alluded that to having some sort of agenda against it. There is no agenda, no ulterior motive, less of a logical explanation, more of an emotional explanation. I've grown averse to seeing it because it HURTS me EVERY TIME. You may as well would have shoved a screwdriver into my stomach because that would be the physical version of what it's like. My stomach churns and clenches as I feel my energy and well-being leave me just at that moment. I stood in the train trying to take my mind off of it. I wanted to crawl into my bed and pull the covers over my head. I can't be like others and go ""Awww"" at a sight. I just can't. I feel like an impoverished child who sits on a bench only to spot a spoiled brat toss aside a lollipop after having a few licks of a lollipop. This would be one of the reasons why I don't want to go back to college at the moment. Having to deal with a forty minute commute back and forth. I've had some of my worst moments on a train ride home. That was when I started documenting my thoughts, that was when I just couldn't keep it in my head anymore. That was when I knew the meaning of emptiness. For a while now, I go to sleep with my arms wrapped around a pillow. It makes me feel more comfortable to know that there is something to hold onto at night, I found it hard to sleep without it when I was away from home. I would then sleep on my side with my arms folded across my torso, things feel slightly more colder, more isolated, more... alone. I would even reach for the pillow as a reflex when I felt that it wasn't nearby. My own body heat warms it, and thus it warms me in return as I fall into slumber. I suppose that's about as close as I'm going to get to that feeling of closeness to someone. I suppose it's just an illusion when you think about it. A self imposed delusion as a means to deal with the current state of things. I want to find someone, I guess that's what's going on right now, me wandering around the city aimlessly in search of something that is out of reach. There's also the possibility that I'll be doing this for the rest of my life: wandering in. Maybe I'm looking in all the wrong places, I may not find what I'm looking for. ""I won't get to get what I'm after 'til the day I die"". (I just had to quote The Who because I've been listening to The Seeker for the past couple of days XD)

I'm also perplexed by the members of PerC who say they don't look good or that they aren't photogenic. Only to show that there is nothing wrong with them, quite the opposite actually. Everyone does look nice. I'm further perplexed by the fact that I hold the same view on myself, I have a low perception of myself on camera. I wonder why is it that I always seem to look better in the mirror than I do on film? I hate seeing my face in photos. Why do I see myself like this!? Why am I torturing myself like this!? *sighs* I've lost 50 friggin' lbs. I should be friggin' proud of my friggin' self. YES!! I am TALL (6 ft. to be precise), DARK (black hair, drab colored clothing, was said to have a dark looming presence *good* uhh.... grim demeanor and expressions so yes, dark literally and figuratively *thumbs up*) and HANDSOME? (Well... a teacher, a librarian, a cousin's wife who's been married for 20 years, certain looks given from women who are much older than me... yeah... essentially people who I have no prospect of dating due to obvious reasons... :dry:great or maybe the ones my age are afraid to tell me..:dry:*friggin' great* now I have no way of knowing since that's the one aspect of non-verbal communication I'm not very good at). STRONG (YES!! along with height, I tower above my older brother and almost everyone else in my family, contributing to aforementioned dark looming presence). SILENT (duh, known as the ""one who doesn't talk"" by a classmates mom, appeared to have come out of nowhere at times, apparently very sneaky too). *Alright* Now I slightly feel better about myself now.... I really want to go back into bed right now. I also need better endings to these streams of consciousness. They all end too abruptly."
INFP,"I still think of this little girl I met in illinois she was only EIGHT years old and her father dropped
her off to the fair I was working and let her be there alone all day untill about 11 at night again she was EIGHT.
I made it my mission to make sure she was okay I let her play my game for free (without a prize) and all her friends too.She still had fun though,
I also told her to check in with me and she did.I felt horrible for her I wanted to kill her father for being a horrible parent.
I hope she's okay,I really do.I honestly while I was there was thinking about how I could adopt her or have my mom adopt her so she could have a better life I don't know it makes me so upset and sad when parents do things like that.
You need to watch your children.
Then when I was in indiana there was this little kid probably only four and wanted a 25 cent gumball the mom was like
""We just came here to get my nails done now shut up"" So I went over to the gumball machine and got him one : )
she was probably pissed I didn't care though If you can go get your nails done,you can get your child a gumball.
Obviously things like this really piss me off. : ("
INFP,"At times Ifeel that the world is a grim place that you can never escape. This past week has been very stressful, and its been a very long time since I recieved emotional support. My parents have been arguing lately; my father doesn't say anything about that but my mother shows no effort in hiding that, and all the time she has this grim expression that just tears me apart, and every time I try to console her she dumps all her emotional load into me, creating a huge burden that makes me want to explode.
I look out into the world, and all I see is lack of emotions as people have become very skillful at hiding it because it is considered a sign of weakness, making the people become so cold to the point of cruelty, you can see its extremities in wars, where the human life has no value anymore.
That's why I like PerC, 90% of all the emotional support I got was from this place (and I signed up about 5 months ago!) and I sincerely thank everyone on this forum for it. This has been the only place that I could speak freely of my introversion and all my other ""not normal"" traits without being criticized. Once again I thank you all."
INFP,I hate being mean to people. Why do they pick me to pick them apart? Why do they want that from me? Why not anybody else? It makes me sick. :sad:
INFP,"it seems like everyone i know has it so much easier for realtionships, they've don't even care about love but as soon as they start trying they find someone who's atleast willing to give them a shot. ican barely even make friends with girls-i have two female friends both of them were orginallya friend a friend,and then once they're evenremotely nice to me i get a crush on them-course they're in realtionships and they'dnever leave them for me. then the other girls i like are just girls who aren't even interested in realtionships, they are always so nice about rejecting me, they don't want me to feel bad but they'd never sacrfice themselves for me, they'd never give me a chance. so i vent to my friends about it and they jsut say i have to get to know them-yeah sure but it's not that simple-on one hand of course i should know them o the oher hand i'm so afraid i'd be the guy who gets stuck in the friend category. Add to this all the girls i liek are introverts so i can rule out them coming to me to try and be friends, Extroverts might be easy but i just find them to normal,or they seem so content that i can't imagine them having a use for me. all the cliche they ask for apply to me:honest,kind,caring,polite and funny but it still dosen't make a difference. confidence is the one thing i'll always lack.."
INFP,"I have confidence still hasn't helped me any.I think in a way I'm doomed to be single.
That and well I'm hard to get to know so maybe I do it to myself.I don;t know.
I don't get it.I always have some hope that I WILL find someone,it doesn't happen.
I tell myself I'm not even a relationship type girl,but maybe I am. It's confusing."
INFP,"I feel like I'm becoming a better person. Certainly better than I was last year.

But I'm getting really sick of being this lonely. I just get the feeling 10 years from now I'm still going to be lonely and miserable. It's not that I even want a girlfriend desperately. I just want someone I can confide in. Someone who I know I can rely on. Who I can be for and who will be there for me.

It probably doesn't help that I get so attached to my online friends. Because sadly, I'm probably never going to meet most of them. And most of them will find partners or go on to college/uni and probably forget about me.

I make such an effort to make friends with people and they just never make the effort back. It just makes me feel like I've done something wrong.

*sigh*

I just feel like people use me to boost their own ego and nothing more."
